lineNb,bookId,spell,spellType,sentence
50086,6,episkey,Healing Spell,"'i can fix that,' said harry, landing beside the two girls, pointing his wand at demelza’s mouth, and saying 'episkey.' 'and ginny, don’t call ron a prat, you’re not the captain of this team — '"
50360,6,oppugno,Jinx,' oppugno' came a shriek from the doorway.
50371,6,unbreakable vow,Spell,the unbreakable vow
50696,6,unbreakable vow,Spell,"'listen to me,' said snape, his voice so low now that harry had to push his ear very hard against the keyhole to hear. 'i am trying to help you. i swore to your mother i would protect you. i made the unbreakable vow, draco — '"
50742,6,unbreakable vow,Spell,"'an unbreakable vow?' said ron, looking stunned. 'nah, he can’t have. ... are you sure?'"
50749,6,unbreakable vow,Spell,"'well, you can’t break an unbreakable vow. ...'"
50819,6,avis,"Conjuration, Charm","harry did not get the chance to speak to mr. weasley, who was working very long hours at the ministry, until christmas eve night. the weasleys and their guests were sitting in the living room, which ginny had decorated so lavishly that it was rather like sitting in a paper-chain explosion. fred, george,"
50913,6,levicorpus,Jinx,"'it’s nothing to do with me!' said harry indignantly. 'the half-blood prince is someone who used to go to hogwarts, i’ve got his old potions book. he wrote spells all over it, spells he invented. one of them was levicorpus — '"
51234,6,apparition,Transportation,apparition lessons
51235,6,apparition,Transportation,"if you are seventeen years of age, or will turn seventeen on or before the 31st august next, you are eligible for a twelve-week course of apparition lessons from a ministry of magic apparition instructor. please sign below if you would like to participate. cost: 12 galleons."
51237,6,apparition,Transportation,"'so — apparition,' said ron, his tone making it perfectly plain that harry was not to mention what had just happened. 'should be a laugh, eh?'"
51252,6,apparition,Transportation,ron was not the only one to be excited at the prospect of apparition. all that day there was much talk about the forthcoming lessons; a great deal of store was set by being able to vanish and reappear at will.
51261,6,apparition,Transportation,"'harry’s already apparated,' ron told a slightly abashed seamus, after professor flitwick had dried himself off with a wave of his wand and set seamus lines: 'i am a wizard, not a baboon brandishing a stick.' 'dum — er — someone took him. side-along- apparition, you know.'"
51262,6,apparition,Transportation,"'whoa!' whispered seamus, and he, dean, and neville put their heads a little closer to hear what apparition felt like. for the rest of the day, harry was besieged with requests from the other sixth years to describe the sensation of apparition. all of them seemed awed, rather than put off, when he told them how uncomfortable it was, and he was still answering detailed questions at ten to eight that evening, when he was forced to lie and say that he needed to return a book to the library, so as to escape in time for his lesson with dumbledore."
51409,6,avada kedavra,Curse,"'the muggle authorities were perplexed. as far as i am aware, they do not know to this day how the riddles died, for the avada kedavra curse does not usually leave any sign of damage. ... the exception sits before me,' dumbledore added, with a nod to harry’s scar. 'the ministry, on the other hand, knew at once that this was a wizard’s murder. they also knew that a convicted muggle-hater lived across the valley from the riddle house, a muggle-hater who had already been imprisoned once for attacking one of the murdered people."
51429,6,hover charm,Charm,"'you are quite right — they can detect magic, but not the perpetrator: you will remember that you were blamed by the ministry for the hover charm that was, in fact, cast by — '"
51557,6,revelio,Charm,"hermione was now waving her wand enthusiastically over her cauldron. unfortunately, they could not copy the spell she was doing because she was now so good at nonverbal incantations that she did not need to say the words aloud. ernie macmillan, however, was muttering, 'specialis reveliol' over his cauldron, which sounded impressive, so harry and ron hastened to imitate him."
51557,6,specialis revelio,Charm,"hermione was now waving her wand enthusiastically over her cauldron. unfortunately, they could not copy the spell she was doing because she was now so good at nonverbal incantations that she did not need to say the words aloud. ernie macmillan, however, was muttering, 'specialis reveliol' over his cauldron, which sounded impressive, so harry and ron hastened to imitate him."
51622,6,reverte,Charm,"when harry did not question slughorn again, the potions master reverted to his usual affectionate treatment of him, and appeared to have put the matter from his mind. harry awaited an invitation to one of his little evening parties, determined to accept this time, even if he had to reschedule quidditch practice. unfortunately, however, no such invitation arrived. harry checked with hermione and ginny: neither of them had received an invitation and nor, as page | 428 harry potter and the half blood prince - j.k. rowling"
51629,6,apparition,Transportation,"the snow melted around the school as february arrived, to be replaced by cold, dreary wetness. purplish-gray clouds hung low over the castle and a constant fall of chilly rain made the lawns slippery and muddy. the upshot of this was that the sixth years’ first apparition lesson, which was scheduled for a saturday morning so that no normal lessons would be missed, took place in the great hall instead of in the grounds."
51634,6,apparition,Transportation,"mcgonagall, snape, flitwick, and sprout — the heads of houses — and a small wizard whom harry took to be the apparition instructor from the ministry. he was oddly colorless, with transparent eyelashes, wispy hair, and an insubstantial air, as though a single gust of wind might blow him away. harry wondered whether constant disappearances and reappearances had somehow diminished his substance, or whether this frail build was ideal for anyone wishing to vanish."
51635,6,apparition,Transportation,"'good morning,' said the ministry wizard, when all the students had arrived and the heads of houses had called for quiet. 'my name is wilkie twycross and i shall be your ministry apparition instructor for the next twelve weeks. i hope to be able to prepare you for your apparition tests in this time — '"
51729,6,apparition,Transportation,'but now all i’ve got to look forward to is stupid apparition!' said ron grumpily. 'big birthday treat ...'
51730,6,apparition,Transportation,"three lessons on, apparition was proving as difficult as ever, though a few more people had managed to splinch themselves. frustration was running high and there was a certain amount of ill-feeling toward"
51754,6,apparition,Transportation,"harry tapped the map with his wand, muttered, 'mischief managed,' though it hadn’t been, and got dressed, thinking hard. there had to be an explanation for malfoy’s periodic disappearances, but he simply could not think what it could be. the best way of finding out would be to tail him, but even with the invisibility cloak this was an impractical idea: harry had lessons, quidditch practice, homework, and apparition; he could not follow malfoy around school all day without his absence being remarked upon."
51800,6,levicorpus,Jinx,harry reacted instinctively; his wand was out of his pocket and the incantation sprang to mind without conscious thought: levicorpus\
52023,6,nox,Charm,'and what difference does that make?' asked filch obnoxiously.
52225,6,muffliato,Charm,"harry pointed his wand hastily at the door of madam pomfrey’s office and muttered, 'muffliatov’ so that she would not come running. then he scrambled to the end of his bed for a better look at what was going on."
52239,6,langlock,Jinx,"harry aimed his wand at peeves and said, 'langlockl' peeves clutched at his throat, gulped, then swooped from the room making obscene gestures but unable to speak, owing to the fact that his tongue had just glued itself to the roof of his mouth."
52245,6,muffliato,Charm,"'yeah, i did,' said harry, glancing toward madam pomfrey’s office door to check that the muffliato spell was still working; there was no sign that she had heard any of the commotion. 'i’ve got a job for you.'"
52287,6,reparo,Charm,"she tapped the broken scales with her wand and said, 'reparo.' the girl did not say thank you, but remained rooted to the spot as they passed and watched them out of sight; ron glanced back at her."
52346,6,apparition,Transportation,"'ah,' said harry, brought up short. what with apparition lessons and quidditch and ron being poisoned and getting his skull cracked and his determination to find out what draco malfoy was up to, harry had almost forgotten about the memory dumbledore had asked him to extract from professor slughorn. 'well, i asked professor slughorn about it at the end of potions, sir, but, er, he wouldn’t give it to me.'"
52417,6,imperio,Curse,"'hurry up, hokey!' said hepzibah imperiously. 'he said he’d come at four, it’s only a couple of minutes to and he’s never been late yet!'"
52636,6,sectumsempra,Curse,"harry ignored her. he had just found an incantation (' sectumsempral') scrawled in a margin above the intriguing words 'for enemies,' and was itching to"
52643,6,apparition,Transportation,"they were sitting beside the fire in the common room; the only other people awake were fellow sixth years. there had been a certain amount of excitement earlier when they had come back from dinner to find a new sign on the notice board that announced the date for their apparition test. those who would be seventeen on or before the first test date, the twenty-first of april, had the option of signing up for additional practice sessions, which would take place (heavily supervised) in hogsmeade."
52644,6,apparition,Transportation,"ron had panicked on reading this notice; he had still not managed to apparate and feared he would not be ready for the test. hermione, who had now achieved apparition twice, was a little more confident, but harry, who would not be seventeen for another four months, could not take the test whether ready or not."
52647,6,apparition,Transportation,"having wasted a lot of time worrying aloud about apparition, ron was now struggling to finish a viciously difficult essay for snape that harry and hermione had already completed. harry fully expected to receive low marks on his, because he had disagreed with snape on the best way to tackle dementors, but he did not care: slughorn’s memory was the most important thing to him now."
52772,6,apparition,Transportation,"'wish i could disapparate like a house-elf,' said ron, staring at the spot where dobby had vanished. 'i’d have that apparition test in the bag.'"
52848,6,apparition,Transportation,"and abused snape hotly for his jibe about ron’s apparition, but this seemed to merely irritate ron, and he shook her off by making a detour into the boys’ bathroom with harry."
52849,6,apparition,Transportation,"'snape’s right, though, isn’t he?' said ron, after staring into a cracked mirror for a minute or two. 'i dunno whether it’s worth me taking the test. i just can’t get the hang of apparition.'"
52960,6,apparition,Transportation,"they were sitting with ron in a sunny corner of the courtyard after lunch. hermione and ron were both clutching a ministry of magic leaflet — common apparition mistakes and how to avoid them — for they were taking their tests that very afternoon, but by and large the leaflets had not proved soothing to the nerves."
53036,6,apparition,Transportation,"'you’ll do fine,' harry told them both, as they headed toward the entrance hall to meet the rest of the people taking their apparition test. 'good luck.'"
53080,6,apparition,Transportation,"they spent most of their dinner roundly abusing the apparition examiner, and ron looked fractionally more cheerful by the time they set off back to the common room, now discussing the continuing problem of slughorn and the memory."
53244,6,refilling charm,Charm,"the felix felicis gave harry a little nudge at this point, and he noticed that the supply of drink that slughorn had brought was running out fast. harry had not yet managed to bring off the refilling charm without saying the incantation aloud, but the idea that he might not be able to do it tonight was laughable: indeed, harry grinned to himself as, unnoticed by either hagrid or slughorn (now swapping tales of the illegal trade in dragon eggs) he pointed his wand under the table at the emptying bottles and they immediately began to refill."
53624,6,sectumsempra,Curse,sectumsempra
53625,6,muffliato,Charm,"exhausted but delighted with his night’s work, harry told ron and hermione everything that had happened during next morning’s charms lesson (having first cast the muffliato spell upon those nearest them). they were both satisfyingly impressed by the way he had wheedled the memory out of slughorn and positively awed when he told them about voldemort’s horcruxes and dumbledore’s promise to take harry along, should he find another one."
53707,6,sectumsempra,Curse,"harry was about to put his book away again when he noticed the corner of a page folded down; turning to it, he saw the sectumsempra spell, captioned 'for enemies,' that he had marked a few weeks"
53750,6,levicorpus,Jinx,"malfoy wheeled around, drawing his wand. instinctively, harry pulled out his own. malfoy’s hex missed harry by inches, shattering the lamp on the wall beside him; harry threw himself sideways, thought levicorpus\ and flicked his wand, but malfoy blocked the jinx and raised his wand for another —"
53753,6,sectumsempra,Curse,"' sectumsempral' bellowed harry from the floor, waving his wand wildly."
53880,6,sectumsempra,Curse,"'well, of course i’m glad harry wasn’t cursed!' said hermione, clearly stung. 'but you can’t call that sectumsempra spell good, ginny, look where it’s landed him! and i’d have thought, seeing what this has done to your chances in the match — '"
54308,6,lumos,Charm,"'lumos,' said dumbledore, as he reached the boulder closest to the cliff face. a thousand flecks of golden light sparkled upon the dark surface of the water a few feet below where he crouched; the black wall of rock beside him was illuminated too."
54385,6,accio,Charm,"harry had not expected this, but cleared his throat and said loudly, wand aloft, 'accio horcruxl'"
54606,6,rennervate,Charm,"'no!' shouted harry, who had stood to refill the goblet again; instead he dropped the cup into the basin, flung himself down beside dumbledore, and heaved him over onto his back; dumbledore’s glasses were askew, his mouth agape, his eyes closed. 'no,' said harry, shaking dumbledore, 'no, you’re not dead, you said it wasn’t poison, wake up, wake up — rennervatel' he cried, his wand pointing at dumbledore’s chest; there was a flash of red light but nothing happened. 'renneruate — sir — please — '"
54616,6,aguamenti,"Charm, Conjuration","'aguamenti' he shouted, jabbing the goblet with his wand."
54618,6,aguamenti,"Charm, Conjuration","'but i had some — wait — aguamentiv’ said harry again, pointing his wand at the goblet. once more, for a second, clear water gleamed within it, but as he approached dumbledore ’s mouth, the water vanished again."
54619,6,aguamenti,"Charm, Conjuration","'sir, i’m trying, i’m trying!' said harry desperately, but he did not think that dumbledore could hear him; he had rolled onto his side and was drawing great, rattling breaths that sounded agonizing. 'aguamenti — aguamenti — a guamentp. '"
54630,6,petrificus totalus,Curse,"'petrificus totalusl' yelled harry, struggling to cling to the smooth, soaked surface of the island as he pointed his wand at the inferius that had his arm: it released him, falling backward into the water with a splash; he scrambled to his feet, but many more inferi were already climbing onto the rock, their bony hands clawing at its slippery surface, their blank, frosted eyes upon him, trailing waterlogged rags, sunken faces leering."
54631,6,incarcerous,Conjuration,"'petrificus totalusl' harry bellowed again, backing away as he swiped his wand through the air; six or seven of them crumpled, but more were coming toward him. 'impedimental incarcerousl '"
54631,6,impedimenta,Jinx,"'petrificus totalusl' harry bellowed again, backing away as he swiped his wand through the air; six or seven of them crumpled, but more were coming toward him. 'impedimental incarcerousl '"
54631,6,petrificus totalus,Curse,"'petrificus totalusl' harry bellowed again, backing away as he swiped his wand through the air; six or seven of them crumpled, but more were coming toward him. 'impedimental incarcerousl '"
54633,6,sectumsempra,Curse,' sectumsempral sectumsempral'
54688,6,apparition,Transportation,"dumbledore staggered against him. for a moment, harry thought that his inexpert apparition had thrown dumbledore off balance; then he saw his face, paler and damper than ever in the distant light of a streetlamp."
54728,6,accio,Charm,'accio rosmerta’s broomsl'
54754,6,expelliarmus,Charm,"the door burst open and somebody erupted through it and shouted, 'expelliarmus'"
54760,6,expelliarmus,Charm,"propped like an unsteady statue, unable to move or speak. he could not understand how it had happened — expelliarmus was not a freezing charm —"
54933,6,reducto,Curse,"but at that moment there were renewed sounds of scuffling from below and a voice shouted, ' they’ve blocked the stairs — reductol reductol'"
54960,6,avada kedavra,Curse,'avada kedavrav’
54974,6,petrificus totalus,Curse,'petrificus totalusl'
54984,6,petrificus totalus,Curse,'petrificus totalusl'
54989,6,crucio,Curse,"she dodged them: amycus was giggling, enjoying the sport: 'crucio — crucio — you can’t dance forever, pretty — '"
54990,6,impedimenta,Jinx,'impedimenta).' yelled harry.
55020,6,impedimenta,Jinx,"'impedimenta).' he yelled as he rolled over again, crouching close to the dark ground, and miraculously his jinx hit one of them, who stumbled and fell, tripping up the other; harry leapt to his feet and sprinted on after snape."
55022,6,stupefy,Charm,"harry tore past hagrid and his opponent, took aim at snape’s back, and yelled, 'stupefy'"
55025,6,incendio,"Charm, Conjuration","but snape parried the curse, knocking harry backward off his feet before he could complete it; harry rolled over and scrambled back up again as the huge death eater behind him yelled, 'incendiol' harry heard an explosive bang and a dancing orange light spilled over all of them: hagrid’s house was on fire. page | 676 harry potter and the half blood prince - j.k. rowling"
55078,6,aguamenti,"Charm, Conjuration","'we should put out your house,' said harry, 'the charm’s ‘aguamenti’ ...'"
55079,6,aguamenti,"Charm, Conjuration","'knew it was summat like that,' mumbled hagrid, and he raised a smoldering pink, flowery umbrella and said, 'aguamenti'"
55080,6,aguamenti,"Charm, Conjuration","a jet of water flew out of the umbrella tip. harry raised his wand arm, which felt like lead, and murmured 'aguamenti’ too: together, he and hagrid poured water on the house until the last flame was extinguished."
55187,6,sectumsempra,Curse,"nobody answered. harry looked over hermione’s shoulder and saw an unrecognizable face lying on bill’s pillow, so badly slashed and ripped that he looked grotesque. madam pomfrey was dabbing at his wounds with some harsh-smelling green ointment. harry remembered how snape had mended malfoy’s sectumsempra wounds so easily with his wand."
55211,6,avada kedavra,Curse,' — more death eaters arrived — and then snape — and snape did it. the avada kedavra.' harry couldn’t go on.
55261,6,lumos,Charm,"'we tried everything, lumos, incendio,' said ginny. 'nothing would penetrate the darkness; all we could do was grope our way out of the corridor again, and meanwhile we could hear people rushing past us. obviously malfoy could see because of that hand thing and was guiding them, but we didn’t dare use any curses or anything in case we hit each other, and by the time we’d reached a corridor that was light, they’d gone.'"
55261,6,incendio,"Charm, Conjuration","'we tried everything, lumos, incendio,' said ginny. 'nothing would penetrate the darkness; all we could do was grope our way out of the corridor again, and meanwhile we could hear people rushing past us. obviously malfoy could see because of that hand thing and was guiding them, but we didn’t dare use any curses or anything in case we hit each other, and by the time we’d reached a corridor that was light, they’d gone.'"
55547,6,sectumsempra,Curse,"'he knew,' said harry bitterly. 'he knew when i used sectumsempra. he didn’t really need legilimency. ... he might even have known before then, with slughorn talking about how brilliant i was at potions. ... shouldn’t have left his old book in the bottom of that cupboard, should he?'"
55936,7,avada kedavra,Curse,'avada kedavra.'
56229,7,apparition,Transportation,'what d’you mean?' said harry at once. 'i thought mad-eye was going to come and take me by side- along- apparition?'
56232,7,apparition,Transportation,"'quite right, we’re operating to a very tight schedule,' said dedalus, nodding at his watch and tucking it back into his waistcoat. 'we are attempting to time your departure from the house with your family’s disapparition, harry; thus, the charm breaks at the page | 39 harry potter and the deathly hallows - j.k. rowling"
56361,7,disillusionment charm,Charm,"the darkness seemed to be rippling, the air itself quivering. then, one by one, figures began to pop into sight as their disillusionment charms lifted. dominating the scene was hagrid, wearing a helmet and goggles and sitting astride an enormous motorbike with a black sidecar attached. all around him other people were dismounting from brooms and, in two cases, skeletal, black winged horses."
56507,7,avis,"Conjuration, Charm","fleur walked over to stand beside him, giving him a soppy, slavish look that harry hoped with all his heart would never appear on his face again."
56568,7,stupefy,Charm,"'stop — stop!' harry shouted, but as he looked back again two jets of green light flew past his left ear: four death eaters had broken away from the circle and were pursuing them, aiming for hagrid ’s broad back. hagrid swerved, but the death eaters were keeping up with the bike; more curses shot after them, and harry had to sink low into the sidecar to avoid them. wriggling around he cried, 'stupefy' and a red bolt of light shot from his own wand, cleaving a gap between the four pursuing death eaters as they scattered to avoid it."
56586,7,reparo,Charm,'reparol'
56588,7,wingardium leviosa,Charm,"in desperation harry pointed his wand at the sidecar and shouted, 'wingardium leviosal'"
56590,7,impedimenta,Jinx,"'i’m cornin’, harry!' hagrid yelled from out of the darkness, but harry could feel the sidecar beginning to sink again: crouching as low as he could, he pointed at the middle of the oncoming figures and yelled, 'impedimental'"
56603,7,confringo,Curse,"a huge hand seized the back of harry’s robes and hoisted him out of the plummeting sidecar; harry pulled his rucksack with him as he dragged himself onto the motorbike’s seat and found himself back-to- back with hagrid. as they soared upward, away from the two remaining death eaters, harry spat blood out of his mouth, pointed his wand at the falling sidecar, and yelled, 'confringo'"
56608,7,expelliarmus,Charm,' expelliarmusv’ harry yelled.
56652,7,accio,Charm,"'hagrid!' harry called, holding on to the bike for dear life. 'hagrid — accio hagridl'"
56820,7,expelliarmus,Charm,"'we were hundreds of feet up! stan’s not himself, and if i stunned him and he’d fallen, he’d have died the same as if i’d used avada kedavra! expelliarmus saved me from voldemort two years ago,' harry added defiantly. lupin was reminding him of the sneering hufflepuff zacharias smith, who had jeered at harry for wanting to teach dumbledore’s army how to disarm."
56820,7,avada kedavra,Curse,"'we were hundreds of feet up! stan’s not himself, and if i stunned him and he’d fallen, he’d have died the same as if i’d used avada kedavra! expelliarmus saved me from voldemort two years ago,' harry added defiantly. lupin was reminding him of the sneering hufflepuff zacharias smith, who had jeered at harry for wanting to teach dumbledore’s army how to disarm."
56824,7,expelliarmus,Charm,"'of course not,' said lupin, 'but the death eaters — frankly, most people! — would have expected you to attack back! expelliarmus is a useful spell, harry, but the death eaters seem to think it is your signature move, and i urge you not to let it become so!'"
56869,7,sectumsempra,Curse,'he lost his hood during the chase. sectumsempra was always a specialty of snape’s. i wish i could say
57211,7,fidelius charm,Charm,"'and as there are around twenty of us, that greatly dilutes the power of the fidelius charm. twenty times as many opportunities for the death eaters to get the secret out of somebody. we can’t expect it to hold much longer.'"
57285,7,tergeo,Charm,' tergeo .'
57340,7,descendo,Charm,"' descendo,' muttered ron, pointing his wand at the low ceiling. a hatch opened right over their heads and a ladder slid down to their feet. a horrible, half- sucking, half-moaning sound came out of the square hole, along with an unpleasant smell like open drains."
57411,7,accio,Charm,'i just did a summoning charm. you know — accio. and — they zoomed out of dumbledore ’s study window right into the girls’ dormitory.'
57574,7,accio,Charm,"harry seized the wand lying beside his camp bed, pointed it at the cluttered desk where he had left his glasses, and said, 'accio glasses!' although they were only around a foot away, there was something immensely satisfying about seeing them zoom toward him, at least until they poked him in the eye."
57893,7,muffliato,Charm,"' muffliato,' she whispered, waving her wand in the direction of the stairs."
58358,7,protego,Charm,"as they pushed their way across the dance floor, harry saw cloaked and masked figures appearing in the crowd; then he saw lupin and tonks, their wands raised, and heard both of them shout, 'protego', a cry that was echoed on all sides —"
58438,7,stupefy,Charm,"the force of the death eaters’ spells shattered the tiled wall where ron’s head had just been, as harry, still invisible, yelled, 'stupefyl'"
58440,7,expulso,Curse,"'expulsol' bellowed the death eater, and the table behind which harry was standing blew up: the force of the explosion slammed him into the wall and he felt his wand leave his hand as the cloak slipped off him."
58441,7,petrificus totalus,Curse,"'petrificus totalusv’ screamed hermione from out of sight, and the death eater fell forward like a statue to land with a crunching thud on the mess of broken china, table, and coffee. hermione crawled out from"
58449,7,diffindo,Charm,"'d-diffindo,' she said, pointing her wand at ron, who roared in pain as she slashed open the knee of his jeans, leaving a deep cut. 'oh, i’m so sorry, ron, my hand’s shaking! diffindol'"
58468,7,obliviate,Charm,"she took a deep, calming breath, then pointed her wand at dolohov’s forehead and said, 'obliviate.'"
58539,7,homenum revelio,Charm,"'before we go any farther, i think we’d better check,' whispered hermione, and she raised her wand and said, 'homenum revelio.'"
58539,7,revelio,Charm,"'before we go any farther, i think we’d better check,' whispered hermione, and she raised her wand and said, 'homenum revelio.'"
58610,7,lumos,Charm,"harry could not stand lying there with nothing but bitter thoughts for company. desperate for something to do, for distraction, he slipped out of his sleeping bag, picked up his wand, and crept out of the room. on the landing he whispered, 'lumos,' and started to climb the stairs by wandlight."
58618,7,permanent sticking charm,Charm,"the teenage sirius had plastered the walls with so many posters and pictures that little of the walls’ silvery-gray silk was visible. harry could only assume that sirius’s parents had been unable to remove the permanent sticking charm that kept them on the wall, because he was sure they would not have appreciated their eldest son’s taste in decoration. sirius seemed to have gone out of his way to annoy his parents. there were several large gryffindor banners, faded scarlet and gold, just to underline his difference from all the rest of the slytherin family. there were many pictures of muggle motorcycles, and also (harry had to admire sirius’s nerve) several posters of bikini-clad muggle girls; harry could tell that they were muggles because they remained quite stationary within their pictures, faded smiles and glazed eyes frozen on the paper. this was in contrast to the only wizarding photograph on the walls, which page | 200 harry potter and the deathly hallows - j.k. rowling"
58739,7,alohomora,Charm,"'let’s find out,' said harry. he pushed the door: it was locked. hermione pointed her wand at the handle and said, 'alohomora.' there was a click, and the door swung open."
58755,7,accio,Charm,"'there’s an easier way,' said hermione, as harry wiped his inky fingers on his jeans. she raised her wand and said, 'accio locked.'"
58772,7,obliviate,Charm,"harry and ron looked at her. she was standing with one foot in midair, with the dumbstruck look of one who had just been obliviated; her eyes had even drifted out of focus."
59232,7,expelliarmus,Charm,'expelliarmusl'
59288,7,aguamenti,"Charm, Conjuration","'aguamenti' screamed hermione, and a jet of water streamed from her wand, engulfing a spluttering and choking mundungus."
59398,7,apparition,Transportation,"'we know everything important,' harry went on, addressing hermione. 'we know they’ve stopped apparition in and out of the ministry. we know only the most senior ministry members are allowed to connect their homes to the floo network now, because ron heard those two unspeakables complaining about it. and we know roughly where umbridge’s office is, because of what you heard that bearded bloke saying to his mate — '"
59655,7,finite incantatem,Counter-Spell,"'try finite incantatem,' said hermione at once, 'that should stop the rain if it’s a hex or curse; if it doesn’t, something’s gone wrong with an atmospheric charm, which will be more difficult to fix, so as an interim measure try impervius to protect his belongings — '"
59655,7,impervius,Charm,"'try finite incantatem,' said hermione at once, 'that should stop the rain if it’s a hex or curse; if it doesn’t, something’s gone wrong with an atmospheric charm, which will be more difficult to fix, so as an interim measure try impervius to protect his belongings — '"
59702,7,muffliato,Charm,"he stopped walking, leaned against a wall, and tried to decide what to do. the silence pressed upon him: there was no bustling or talk or swift footsteps here; the purple-carpeted corridors were as hushed as though the muffliato charm had been cast over the place."
59742,7,accio,Charm,"he felt he had stepped back in time. the room was exactly like umbridge’s office at hogwarts: lace draperies, doilies, and dried flowers covered every available surface. the walls bore the same ornamental plates, each featuring a highly colored, beribboned kitten, gamboling and frisking with sickening cuteness. the desk was covered with a flouncy, flowered cloth. behind mad-eye’s eye, a telescopic attachment enabled umbridge to spy on the workers on the other side of the door. harry took a look through it and saw that they were all still gathered around the decoy detonator. he wrenched the telescope out of the door, leaving a hole behind, pulled the magical eyeball out of it, and placed it in his pocket. then he turned to face the room again, raised his wand, and murmured, 'accio locket.'"
59791,7,meteolojinx recanto,Counter-Charm,"'yes, a lot of offices have been raining lately,' said mr. weasley. 'did you try meteolojinx recanto? it worked for bletchley.'"
59792,7,meteolojinx recanto,Counter-Charm,"'meteolojinx recanto?' whispered ron. 'no, i didn’t. thanks, d — i mean, thanks, arthur.'"
59879,7,muffliato,Charm,"mrs. cattermole’s sobs masked harry’s footsteps as he made his way carefully toward the steps that led up to the raised platform. the moment he had passed the place where the patronus cat patrolled, he felt the change in temperature: it was warm and comfortable here. the patronus, he was sure, was umbridge’s, and it glowed brightly because she was so happy here, in her element, upholding the twisted laws she had helped to write. slowly and very carefully he edged his way along the platform behind umbridge, yaxley, and hermione, taking a seat behind the latter. he was worried about making hermione jump. he thought of casting the muffliato charm upon umbridge and yaxley, but even murmuring the word might cause hermione alarm. then umbridge raised her voice to address mrs. cattermole, and harry seized his chance."
59905,7,stupefy,Charm,"it was umbridge’s lie that brought the blood surging into harry’s brain and obliterated his sense of caution — that the locket she had taken as a bribe from a petty criminal was being used to bolster her own pure-blood credentials. he raised his wand, not even troubling to keep it concealed beneath the invisibility cloak, and said, 'stupefyl'"
59907,7,stupefy,Charm,'stupefyl'
59918,7,expecto patronum,Charm,'expecto patronum'
59923,7,diffindo,Charm,"'did i?' muttered harry, tugging at the chains binding her arms. 'well, i’ve had a change of heart. diffindol' nothing happened. 'hermione, how do i get rid of these chains?'"
59932,7,geminio,Charm,"'i know that, harry, but if she wakes up and the locket’s gone — i need to duplicate it — geminio\ there ... that should fool her. ...'"
59936,7,relashio,Jinx,'let’s see. ... relashiol'
59942,7,expecto patronum,Charm,"'expec — expecto patronum,' said hermione. nothing happened."
59944,7,expecto patronum,Charm,'expecto patronum).'
60051,7,accio,Charm,'accio dittany'
60070,7,fidelius charm,Charm,"'harry, i think he can. i — i forced him to let go with a revulsion jinx, but i’d already taken him inside the fidelius charm’s protection. since dumbledore died, we’re secret-keepers, so i’ve given him the secret, haven’t i?'"
60071,7,apparition,Transportation,"there was no pretending; harry was sure she was right. it was a serious blow. if yaxley could now get inside the house, there was no way that they could return. even now, he could be bringing other death eaters in there by apparition. gloomy and oppressive though the house was, it had been their one safe refuge: even, now that kreacher was so much happier and friendlier, a kind of home. with a twinge of regret that had nothing to do with food, harry imagined the house-elf busying himself over the steak-and-kidney pie that harry, ron, and hermione would never eat."
60100,7,muffliato,Charm,"'salvio hexia ... protego totalum ... repello muggletum ... muffliato ... you could get out the tent, harry. ...'"
60100,7,repello muggletum,Charm,"'salvio hexia ... protego totalum ... repello muggletum ... muffliato ... you could get out the tent, harry. ...'"
60100,7,protego,Charm,"'salvio hexia ... protego totalum ... repello muggletum ... muffliato ... you could get out the tent, harry. ...'"
60100,7,protego totalum,Charm,"'salvio hexia ... protego totalum ... repello muggletum ... muffliato ... you could get out the tent, harry. ...'"
60100,7,salvio hexia,Charm,"'salvio hexia ... protego totalum ... repello muggletum ... muffliato ... you could get out the tent, harry. ...'"
60112,7,erecto,Charm,"'apparently he didn’t want it back, his lumbago’s so bad,' said hermione, now performing complicated figure-of-eight movements with her wand, 'so ron’s dad said i could borrow it. erectov’ she added, pointing her wand at the misshapen canvas, which in one fluid motion rose into the air and settled, fully constructed, onto the ground before harry, out of whose startled hands a tent peg soared, to land with a final thud at the end of a guy rope."
60113,7,cave inimicum,Charm,"' cave inimicum,' hermione finished with a skyward flourish. 'that’s as much as i can do. at the very least, we should know they’re coming, i can’t guarantee it will keep out vol — '"
60129,7,apparition,Transportation,"'with any luck, they’ll have got away,' said hermione, clutching her hot mug for comfort. 'as long as mr. cattermole had his wits about him, he’ll have transported mrs. cattermole by side-along- apparition and they’ll be fleeing the country right now with their children. that’s what harry told her to do.'"
60182,7,apparition,Transportation,"that kreacher had changed toward him in the past month, that he would be loyal now, but who knew what would happen? what if the death eaters tortured the elf? sick images swarmed into harry’s head and he tried to push these away too, for there was nothing he could do for kreacher: he and hermione had already decided against trying to summon him; what if someone from the ministry came too? they could not count on elfish apparition being free from the same flaw that had taken yaxley to grimmauld place on the hem of hermione ’s sleeve."
