,source,target,association
2360,100,134,"['Gryffindor', ""Dumbledore's Army""]"
2361,100,139,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2362,100,143,"[""Dumbledore's Army""]"
2363,100,146,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2364,100,151,"[""Dumbledore's Army""]"
2365,100,152,"['Gryffindor', ""Dumbledore's Army""]"
2366,100,155,['Gryffindor']
2367,100,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2368,100,169,"['Gryffindor', ""Dumbledore's Army""]"
2369,100,172,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2370,100,173,['Gryffindor']
2371,100,175,"['Gryffindor', ""Dumbledore's Army""]"
2372,103,1,['British Ministry of Magic']
2373,103,5,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2374,103,9,['Order of the Phoenix']
2375,103,10,['Gryffindor']
2376,103,12,['British Ministry of Magic']
2377,103,16,['Gryffindor']
2378,103,20,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
2379,103,21,['Order of the Phoenix']
2380,103,22,['British Ministry of Magic']
2381,103,24,['Order of the Phoenix']
2382,103,25,"['British Ministry of Magic', 'Order of the Phoenix']"
2383,103,27,['Order of the Phoenix']
2384,103,34,['Order of the Phoenix']
2385,103,37,['Gryffindor']
2386,103,40,['Order of the Phoenix']
2387,103,43,['British Ministry of Magic']
2388,103,54,['Gryffindor']
2389,103,55,"['Gryffindor', 'Order of the Phoenix']"
2390,103,56,"['Gryffindor', 'Order of the Phoenix']"
2391,103,63,['Gryffindor']
2392,103,64,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix']"
2393,103,65,['Order of the Phoenix']
2394,103,66,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2395,103,67,"['Potter family', 'Weasley family']"
2396,103,71,['Gryffindor']
2397,103,72,['Gryffindor']
2398,103,73,"['British Ministry of Magic', 'Order of the Phoenix']"
2399,103,75,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
2400,103,79,['Gryffindor']
2401,103,83,['Order of the Phoenix']
2402,103,84,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', 'Department of Magical Law Enforcement', 'Weasley family']"
2403,103,85,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2404,103,91,['British Ministry of Magic']
2405,103,92,['British Ministry of Magic']
2406,103,93,"['British Ministry of Magic', 'Order of the Phoenix']"
2407,103,98,['Order of the Phoenix']
2408,103,99,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
2409,103,100,['Gryffindor']
2410,103,104,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2411,103,105,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2412,103,106,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2413,103,107,"['British Ministry of Magic', 'Gryffindor', 'Weasley family', 'Prewett family']"
2414,103,108,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2415,103,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2416,103,110,['Gryffindor']
2417,103,113,['Potter family']
2418,103,114,['Gryffindor']
2419,103,115,['Department of Magical Law Enforcement']
2420,103,118,['Gryffindor']
2421,103,125,"['Order of the Phoenix', 'Weasley family']"
2422,103,131,['British Ministry of Magic']
2423,103,132,['Gryffindor']
2424,103,133,['Order of the Phoenix']
2425,103,134,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', 'Department of Magical Law Enforcement', 'Weasley family']"
2426,103,139,"['Gryffindor', 'Weasley family']"
2427,103,142,['Order of the Phoenix']
2428,103,143,['Order of the Phoenix']
2429,103,145,['Order of the Phoenix']
2430,103,146,"['Gryffindor', 'Order of the Phoenix', 'Department of Magical Law Enforcement']"
2431,103,152,['Gryffindor']
2432,103,155,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2433,103,162,['Gryffindor']
2434,103,165,"['British Ministry of Magic', 'Order of the Phoenix']"
2435,103,168,['Order of the Phoenix']
2436,103,169,['Gryffindor']
2437,103,172,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2438,103,173,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2439,103,175,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix']"
2440,104,5,"['Gryffindor', 'Order of the Phoenix']"
2441,104,9,['Order of the Phoenix']
2442,104,10,['Gryffindor']
2443,104,16,['Gryffindor']
2444,104,21,['Order of the Phoenix']
2445,104,24,['Order of the Phoenix']
2446,104,25,['Order of the Phoenix']
2447,104,27,['Order of the Phoenix']
2448,104,34,['Order of the Phoenix']
2449,104,37,['Gryffindor']
2450,104,40,['Order of the Phoenix']
2451,104,54,['Gryffindor']
2452,104,55,"['Gryffindor', 'Order of the Phoenix']"
2453,104,56,"['Gryffindor', 'Order of the Phoenix']"
2454,104,63,['Gryffindor']
2455,104,64,"['Gryffindor', 'Order of the Phoenix']"
2456,104,65,['Order of the Phoenix']
2457,104,66,"['Gryffindor', 'Order of the Phoenix']"
2458,104,67,['Weasley family']
2459,104,71,"['Gryffindor', 'Gryffindor Quidditch team']"
2460,104,72,['Gryffindor']
2461,104,73,['Order of the Phoenix']
2462,104,79,['Gryffindor']
2463,104,83,['Order of the Phoenix']
2464,104,84,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team']"
2465,104,85,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
2466,104,93,['Order of the Phoenix']
2467,104,98,['Order of the Phoenix']
2468,104,100,"['Gryffindor', 'Gryffindor Quidditch team']"
2469,104,103,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2470,104,105,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2471,104,106,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2472,104,107,"['Gryffindor', 'Weasley family', 'Prewett family']"
2473,104,108,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2474,104,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2475,104,110,"['Gryffindor', 'Gryffindor Quidditch team']"
2476,104,114,"['Gryffindor', 'Gryffindor Quidditch team']"
2477,104,118,['Gryffindor']
2478,104,125,"['Order of the Phoenix', 'Weasley family']"
2479,104,132,['Gryffindor']
2480,104,133,['Order of the Phoenix']
2481,104,134,"['Gryffindor', 'Order of the Phoenix', 'Weasley family']"
2482,104,139,"['Gryffindor', 'Weasley family', 'Gryffindor Quidditch team']"
2483,104,142,['Order of the Phoenix']
2484,104,143,['Order of the Phoenix']
2485,104,145,['Order of the Phoenix']
2486,104,146,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
2487,104,152,['Gryffindor']
2488,104,155,"['Gryffindor', 'Order of the Phoenix']"
2489,104,162,"['Gryffindor', 'Gryffindor Quidditch team']"
2490,104,165,['Order of the Phoenix']
2491,104,168,['Order of the Phoenix']
2492,104,169,['Gryffindor']
2493,104,172,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2494,104,173,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2495,104,175,"['Gryffindor', 'Order of the Phoenix']"
2496,105,5,"['Gryffindor', 'Order of the Phoenix']"
2497,105,7,"[""Dumbledore's Army""]"
2498,105,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
2499,105,10,['Gryffindor']
2500,105,13,"[""Dumbledore's Army""]"
2501,105,16,"['Gryffindor', ""Dumbledore's Army""]"
2502,105,21,['Order of the Phoenix']
2503,105,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
2504,105,25,['Order of the Phoenix']
2505,105,27,['Order of the Phoenix']
2506,105,34,['Order of the Phoenix']
2507,105,36,"[""Dumbledore's Army""]"
2508,105,37,"['Gryffindor', ""Dumbledore's Army""]"
2509,105,40,['Order of the Phoenix']
2510,105,46,"[""Dumbledore's Army""]"
2511,105,54,['Gryffindor']
2512,105,55,"['Gryffindor', 'Order of the Phoenix']"
2513,105,56,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2514,105,63,['Gryffindor']
2515,105,64,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2516,105,65,['Order of the Phoenix']
2517,105,66,"['Gryffindor', 'Order of the Phoenix']"
2518,105,67,['Weasley family']
2519,105,68,"[""Dumbledore's Army""]"
2520,105,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2521,105,72,['Gryffindor']
2522,105,73,['Order of the Phoenix']
2523,105,79,['Gryffindor']
2524,105,83,['Order of the Phoenix']
2525,105,84,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2526,105,85,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
2527,105,93,['Order of the Phoenix']
2528,105,98,['Order of the Phoenix']
2529,105,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2530,105,103,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2531,105,104,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2532,105,106,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2533,105,107,"['Gryffindor', 'Weasley family', 'Prewett family']"
2534,105,108,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2535,105,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2536,105,110,"['Gryffindor', 'Gryffindor Quidditch team']"
2537,105,112,"[""Dumbledore's Army""]"
2538,105,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2539,105,116,"[""Dumbledore's Army""]"
2540,105,118,"['Gryffindor', ""Dumbledore's Army""]"
2541,105,123,"[""Dumbledore's Army""]"
2542,105,125,"['Order of the Phoenix', 'Weasley family']"
2543,105,132,['Gryffindor']
2544,105,133,['Order of the Phoenix']
2545,105,134,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family']"
2546,105,139,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2547,105,142,['Order of the Phoenix']
2548,105,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
2549,105,145,['Order of the Phoenix']
2550,105,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2551,105,151,"[""Dumbledore's Army""]"
2552,105,152,"['Gryffindor', ""Dumbledore's Army""]"
2553,105,155,"['Gryffindor', 'Order of the Phoenix']"
2554,105,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2555,105,165,['Order of the Phoenix']
2556,105,168,['Order of the Phoenix']
2557,105,169,"['Gryffindor', ""Dumbledore's Army""]"
2558,105,172,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2559,105,173,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2560,105,175,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2561,106,5,"['Gryffindor', 'Order of the Phoenix']"
2562,106,7,"[""Dumbledore's Army""]"
2563,106,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
2564,106,10,['Gryffindor']
2565,106,13,"[""Dumbledore's Army""]"
2566,106,16,"['Gryffindor', ""Dumbledore's Army""]"
2567,106,21,['Order of the Phoenix']
2568,106,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
2569,106,25,['Order of the Phoenix']
2570,106,27,['Order of the Phoenix']
2571,106,34,['Order of the Phoenix']
2572,106,36,"[""Dumbledore's Army""]"
2573,106,37,"['Gryffindor', ""Dumbledore's Army""]"
2574,106,40,['Order of the Phoenix']
2575,106,46,"[""Dumbledore's Army""]"
2576,106,54,['Gryffindor']
2577,106,55,"['Gryffindor', 'Order of the Phoenix']"
2578,106,56,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2579,106,63,['Gryffindor']
2580,106,64,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2581,106,65,['Order of the Phoenix']
2582,106,66,"['Gryffindor', 'Order of the Phoenix']"
2583,106,67,['Weasley family']
2584,106,68,"[""Dumbledore's Army""]"
2585,106,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2586,106,72,['Gryffindor']
2587,106,73,['Order of the Phoenix']
2588,106,79,['Gryffindor']
2589,106,83,['Order of the Phoenix']
2590,106,84,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2591,106,85,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
2592,106,93,['Order of the Phoenix']
2593,106,98,['Order of the Phoenix']
2594,106,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2595,106,103,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2596,106,104,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2597,106,105,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2598,106,107,"['Gryffindor', 'Weasley family', 'Prewett family']"
2599,106,108,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2600,106,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2601,106,110,"['Gryffindor', 'Gryffindor Quidditch team']"
2602,106,112,"[""Dumbledore's Army""]"
2603,106,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2604,106,116,"[""Dumbledore's Army""]"
2605,106,118,"['Gryffindor', ""Dumbledore's Army""]"
2606,106,123,"[""Dumbledore's Army""]"
2607,106,125,"['Order of the Phoenix', 'Weasley family']"
2608,106,132,['Gryffindor']
2609,106,133,['Order of the Phoenix']
2610,106,134,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family']"
2611,106,139,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2612,106,142,['Order of the Phoenix']
2613,106,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
2614,106,145,['Order of the Phoenix']
2615,106,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2616,106,151,"[""Dumbledore's Army""]"
2617,106,152,"['Gryffindor', ""Dumbledore's Army""]"
2618,106,155,"['Gryffindor', 'Order of the Phoenix']"
2619,106,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2620,106,165,['Order of the Phoenix']
2621,106,168,['Order of the Phoenix']
2622,106,169,"['Gryffindor', ""Dumbledore's Army""]"
2623,106,172,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2624,106,173,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2625,106,175,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2626,107,1,['British Ministry of Magic']
2627,107,5,['Gryffindor']
2628,107,10,['Gryffindor']
2629,107,12,['British Ministry of Magic']
2630,107,16,['Gryffindor']
2631,107,20,['British Ministry of Magic']
2632,107,22,['British Ministry of Magic']
2633,107,25,['British Ministry of Magic']
2634,107,37,['Gryffindor']
2635,107,43,['British Ministry of Magic']
2636,107,54,['Gryffindor']
2637,107,55,['Gryffindor']
2638,107,56,['Gryffindor']
2639,107,63,['Gryffindor']
2640,107,64,"['British Ministry of Magic', 'Gryffindor']"
2641,107,66,['Gryffindor']
2642,107,67,['Weasley family']
2643,107,71,['Gryffindor']
2644,107,72,['Gryffindor']
2645,107,73,['British Ministry of Magic']
2646,107,75,['British Ministry of Magic']
2647,107,79,['Gryffindor']
2648,107,84,"['British Ministry of Magic', 'Gryffindor', 'Weasley family']"
2649,107,85,['Gryffindor']
2650,107,91,['British Ministry of Magic']
2651,107,92,['British Ministry of Magic']
2652,107,93,['British Ministry of Magic']
2653,107,99,['British Ministry of Magic']
2654,107,100,['Gryffindor']
2655,107,103,"['British Ministry of Magic', 'Gryffindor', 'Weasley family', 'Prewett family']"
2656,107,104,"['Gryffindor', 'Weasley family', 'Prewett family']"
2657,107,105,"['Gryffindor', 'Weasley family', 'Prewett family']"
2658,107,106,"['Gryffindor', 'Weasley family', 'Prewett family']"
2659,107,108,"['British Ministry of Magic', 'Gryffindor', 'Weasley family', 'Prewett family']"
2660,107,109,"['Gryffindor', 'Weasley family', 'Prewett family']"
2661,107,110,['Gryffindor']
2662,107,114,['Gryffindor']
2663,107,118,['Gryffindor']
2664,107,125,['Weasley family']
2665,107,131,['British Ministry of Magic']
2666,107,132,['Gryffindor']
2667,107,134,"['British Ministry of Magic', 'Gryffindor', 'Weasley family']"
2668,107,139,"['Gryffindor', 'Weasley family']"
2669,107,146,['Gryffindor']
2670,107,152,['Gryffindor']
2671,107,155,['Gryffindor']
2672,107,162,['Gryffindor']
2673,107,165,['British Ministry of Magic']
2674,107,169,['Gryffindor']
2675,107,172,"['Gryffindor', 'Weasley family', 'Prewett family']"
2676,107,173,"['Gryffindor', 'Weasley family', 'Prewett family']"
2677,107,175,"['British Ministry of Magic', 'Gryffindor']"
2678,108,1,['British Ministry of Magic']
2679,108,5,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2680,108,7,"[""Dumbledore's Army""]"
2681,108,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
2682,108,10,['Gryffindor']
2683,108,12,['British Ministry of Magic']
2684,108,13,"[""Dumbledore's Army""]"
2685,108,16,"['Gryffindor', ""Dumbledore's Army""]"
2686,108,20,['British Ministry of Magic']
2687,108,21,['Order of the Phoenix']
2688,108,22,['British Ministry of Magic']
2689,108,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
2690,108,25,"['British Ministry of Magic', 'Order of the Phoenix']"
2691,108,27,['Order of the Phoenix']
2692,108,34,['Order of the Phoenix']
2693,108,36,"[""Dumbledore's Army""]"
2694,108,37,"['Gryffindor', ""Dumbledore's Army""]"
2695,108,40,['Order of the Phoenix']
2696,108,43,['British Ministry of Magic']
2697,108,46,"[""Dumbledore's Army""]"
2698,108,54,['Gryffindor']
2699,108,55,"['Gryffindor', 'Order of the Phoenix']"
2700,108,56,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2701,108,63,['Gryffindor']
2702,108,64,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2703,108,65,['Order of the Phoenix']
2704,108,66,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2705,108,67,"['Potter family', 'Weasley family']"
2706,108,68,"[""Dumbledore's Army""]"
2707,108,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2708,108,72,['Gryffindor']
2709,108,73,"['British Ministry of Magic', 'Order of the Phoenix']"
2710,108,75,['British Ministry of Magic']
2711,108,79,['Gryffindor']
2712,108,83,['Order of the Phoenix']
2713,108,84,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2714,108,85,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
2715,108,91,['British Ministry of Magic']
2716,108,92,['British Ministry of Magic']
2717,108,93,"['British Ministry of Magic', 'Order of the Phoenix']"
2718,108,98,['Order of the Phoenix']
2719,108,99,['British Ministry of Magic']
2720,108,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2721,108,103,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2722,108,104,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2723,108,105,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2724,108,106,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2725,108,107,"['British Ministry of Magic', 'Gryffindor', 'Weasley family', 'Prewett family']"
2726,108,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2727,108,110,"['Gryffindor', 'Gryffindor Quidditch team']"
2728,108,112,"[""Dumbledore's Army""]"
2729,108,113,['Potter family']
2730,108,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2731,108,116,"[""Dumbledore's Army""]"
2732,108,118,"['Gryffindor', ""Dumbledore's Army""]"
2733,108,123,"[""Dumbledore's Army""]"
2734,108,125,"['Order of the Phoenix', 'Weasley family']"
2735,108,131,['British Ministry of Magic']
2736,108,132,['Gryffindor']
2737,108,133,['Order of the Phoenix']
2738,108,134,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family']"
2739,108,139,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
2740,108,142,['Order of the Phoenix']
2741,108,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
2742,108,145,['Order of the Phoenix']
2743,108,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2744,108,151,"[""Dumbledore's Army""]"
2745,108,152,"['Gryffindor', ""Dumbledore's Army""]"
2746,108,155,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
2747,108,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
2748,108,165,"['British Ministry of Magic', 'Order of the Phoenix']"
2749,108,168,['Order of the Phoenix']
2750,108,169,"['Gryffindor', ""Dumbledore's Army""]"
2751,108,172,"['Potter family', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team', 'Prewett family']"
2752,108,173,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2753,108,175,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
2754,109,5,"['Gryffindor', 'Order of the Phoenix']"
2755,109,9,['Order of the Phoenix']
2756,109,10,['Gryffindor']
2757,109,16,['Gryffindor']
2758,109,21,['Order of the Phoenix']
2759,109,24,['Order of the Phoenix']
2760,109,25,['Order of the Phoenix']
2761,109,27,['Order of the Phoenix']
2762,109,34,['Order of the Phoenix']
2763,109,37,['Gryffindor']
2764,109,40,['Order of the Phoenix']
2765,109,54,['Gryffindor']
2766,109,55,"['Gryffindor', 'Order of the Phoenix']"
2767,109,56,"['Gryffindor', 'Order of the Phoenix']"
2768,109,63,['Gryffindor']
2769,109,64,"['Gryffindor', 'Order of the Phoenix']"
2770,109,65,['Order of the Phoenix']
2771,109,66,"['Gryffindor', 'Order of the Phoenix']"
2772,109,67,['Weasley family']
2773,109,71,['Gryffindor']
2774,109,72,['Gryffindor']
2775,109,73,['Order of the Phoenix']
2776,109,79,['Gryffindor']
2777,109,83,['Order of the Phoenix']
2778,109,84,"['Gryffindor', 'Order of the Phoenix', 'Weasley family']"
2779,109,85,"['Gryffindor', 'Order of the Phoenix']"
2780,109,93,['Order of the Phoenix']
2781,109,98,['Order of the Phoenix']
2782,109,100,['Gryffindor']
2783,109,103,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2784,109,104,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2785,109,105,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2786,109,106,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2787,109,107,"['Gryffindor', 'Weasley family', 'Prewett family']"
2788,109,108,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2789,109,110,['Gryffindor']
2790,109,114,['Gryffindor']
2791,109,118,['Gryffindor']
2792,109,125,"['Order of the Phoenix', 'Weasley family']"
2793,109,132,['Gryffindor']
2794,109,133,['Order of the Phoenix']
2795,109,134,"['Gryffindor', 'Order of the Phoenix', 'Weasley family']"
2796,109,139,"['Gryffindor', 'Weasley family']"
2797,109,142,['Order of the Phoenix']
2798,109,143,['Order of the Phoenix']
2799,109,145,['Order of the Phoenix']
2800,109,146,"['Gryffindor', 'Order of the Phoenix']"
2801,109,152,['Gryffindor']
2802,109,155,"['Gryffindor', 'Order of the Phoenix']"
2803,109,162,['Gryffindor']
2804,109,165,['Order of the Phoenix']
2805,109,168,['Order of the Phoenix']
2806,109,169,['Gryffindor']
2807,109,172,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2808,109,173,"['Gryffindor', 'Order of the Phoenix', 'Weasley family', 'Prewett family']"
2809,109,175,"['Gryffindor', 'Order of the Phoenix']"
2810,110,5,['Gryffindor']
2811,110,10,['Gryffindor']
2812,110,16,['Gryffindor']
2813,110,37,['Gryffindor']
2814,110,54,['Gryffindor']
2815,110,55,['Gryffindor']
2816,110,56,['Gryffindor']
2817,110,63,['Gryffindor']
2818,110,64,['Gryffindor']
2819,110,66,['Gryffindor']
2820,110,71,"['Gryffindor', 'Gryffindor Quidditch team']"
2821,110,72,['Gryffindor']
2822,110,79,['Gryffindor']
2823,110,84,"['Gryffindor', 'Gryffindor Quidditch team']"
2824,110,85,"['Gryffindor', 'Gryffindor Quidditch team']"
2825,110,100,"['Gryffindor', 'Gryffindor Quidditch team']"
2826,110,103,['Gryffindor']
2827,110,104,"['Gryffindor', 'Gryffindor Quidditch team']"
2828,110,105,"['Gryffindor', 'Gryffindor Quidditch team']"
2829,110,106,"['Gryffindor', 'Gryffindor Quidditch team']"
2830,110,107,['Gryffindor']
2831,110,108,"['Gryffindor', 'Gryffindor Quidditch team']"
2832,110,109,['Gryffindor']
2833,110,114,"['Gryffindor', 'Gryffindor Quidditch team']"
2834,110,118,['Gryffindor']
2835,110,132,['Gryffindor']
2836,110,134,['Gryffindor']
2837,110,139,"['Gryffindor', 'Gryffindor Quidditch team']"
2838,110,146,"['Gryffindor', 'Gryffindor Quidditch team']"
2839,110,152,['Gryffindor']
2840,110,155,['Gryffindor']
2841,110,162,"['Gryffindor', 'Gryffindor Quidditch team']"
2842,110,169,['Gryffindor']
2843,110,172,"['Gryffindor', 'Gryffindor Quidditch team']"
2844,110,173,['Gryffindor']
2845,110,175,['Gryffindor']
2846,111,4,['Slytherin']
2847,111,6,['Slytherin']
2848,111,14,['Slytherin']
2849,111,15,['Slytherin']
2850,111,17,['Slug Club']
2851,111,47,['Slytherin']
2852,111,48,['Slytherin']
2853,111,58,['Slytherin']
2854,111,61,['Slytherin']
2855,111,71,['Slug Club']
2856,111,74,['Slytherin']
2857,111,84,['Slug Club']
