,id,movie,chapter,character,dialog,polarity_score
3635,141,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,He's not an adult either!,0.0
3636,142,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,I only have Harry's best interests at heart.,0.886
3637,143,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,He's not your son.,0.0
3638,144,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Who else does he have, then?",0.0
3639,145,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,He's got me. He's like a son to me.,0.3612
3640,146,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"What do you want to know, Harry?",0.0772
3641,147,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Where's Voldemort? What's he doing?,0.0
3642,148,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change.",-0.6276
3643,149,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,How?,0.0
3644,150,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,The last person You-Know-Who wanted to alert was Dumbledore.,0.296
3645,151,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,And what's his plan?,0.0
3646,152,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He's building up his army again, just like before.",0.3612
3647,153,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,And you're stopping him from gaining followers?,0.296
3648,154,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"We're doing our best, but it's proving to be...difficult.",0.3818
3649,155,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"You see, when the Ministry of Magic insists that Voldemort isn't back.",0.0
3650,156,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,But...why?,0.0
3651,157,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked.",0.4215
3652,158,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"But you're telling people, right?",0.0
3653,159,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry...",-0.7351
3654,160,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,But Dumbledore is doing all he can.,0.0
3655,161,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Arthur Weasley,"If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--",0.3818
3656,162,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What?,0.0
3657,163,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,You-Know-Who wants something. Something he didn't have last time. A weapon.,-0.296
3658,164,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What kind of weapon?,-0.3597
3659,165,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"I'm sorry, Harry, we can't say anything more.",-0.0772
3660,166,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Morning, dear! Did you have a good sleep?",0.6996
3661,167,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"No, my scar kept hurting.",-0.4019
3662,168,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Yeah...nerves...,0.0
3663,169,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Good luck, Harry!",0.7345
3664,170,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"They'll have to let you off, Harry... You were defending",0.0
3665,171,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Thanks, Hermione.",0.4404
3666,172,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,What does he get a hug for?,0.4767
3667,173,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Oh, sure, that's why.",0.3182
3668,174,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all...",0.4015
3669,175,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Would you like a hug?,0.6808
3670,176,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Well, come on, Harry. Time to go.",0.2732
3671,177,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Bye.,0.0
3672,178,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Good, good, not very many Muggles.",0.7003
3673,179,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Well, come on Harry, in we go.",0.2732
3674,180,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"I do love using the Fellytone! Now, let's see, what's the number again...",0.6996
3675,181,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Welcome to the Ministry of Magic. Please state your business.,0.6486
3676,182,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Harry Potter, disciplinary hearing.",0.0
3677,183,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Pleas stand by.,0.0
3678,184,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Keep close, Harry!",0.0
3679,185,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Ah, Perkins, good morn-",0.4404
3680,186,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,"Arthur, they've changed the time of Potter's hearing.",0.0
3681,187,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Blast! Dumbledore thought they might try that.,0.0
3682,188,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,It started at eight!,0.0
3683,189,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Good lord, that was five minutes ago! Come on, Harry!",0.5399
3684,190,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Department of Mysteries.,0.0
3685,191,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Department of Mysteries?,0.0
3686,192,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Yep, I've got no idea what they get up to in here, it's top secret.",0.2023
3687,193,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Come on, Harry!",0.0
3688,194,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,I've been there before...,0.0
3689,195,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Now, Harry, I find that highly unlikely...",0.0
3690,196,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"There you are, Harry, in you go...good luck...",0.4588
3691,197,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,You're late.,0.0
3692,198,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Er...sorry.,0.0
3693,199,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"No matter, the accused will take his seat.",-0.3125
3694,200,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well, we are ready to begin.",0.5984
3695,201,Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,"Witness for the Defence, Albus Percival Wulfric Brian Dumbledore.",0.1027
3696,202,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Ah...you...er...got our message that the time had changed, did you?",0.0
3697,203,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Well. The...ah...charges.,0.2732
3698,204,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle.",-0.4215
3699,205,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Yes.,0.4019
3700,206,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"Yes, but-",0.2144
3701,207,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Within full sight of a Muggle?,0.0
3702,208,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"Yes, but-",0.2144
3703,209,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?",0.4696
3704,210,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Yes.,0.4019
3705,211,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,"That is most remarkable, Mr. Potter.",0.5984
3706,212,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,It doesn't matter how impressive it was!,-0.471
3707,213,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,But I did it because of the Dementors!,0.0
3708,214,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,What do you mean?,0.0
3709,215,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.",-0.4588
3710,216,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Ah, yes, yes, another cock-and-bull story.",0.6597
3711,217,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Dementors in Little Whinging?,0.0
3712,218,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Oh, come now, Susan. He's clearly lying.",-0.1779
3713,219,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,We haven't got time to-,0.0
3714,220,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well. Weasley, fetch the witness.",0.3384
3715,221,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Full name?,0.0
3716,222,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,"Arabella Doreen Figg, resident of Little Whinging.",0.0
3717,223,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,So...what is your story?,0.0
3718,224,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,I was sitting on my porch when I saw the two Dementors gliding towards the two boys.,0.0
3719,225,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,What did the Dementors look like?,0.3612
3720,226,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,"Well, they were big and wore great, tattered cloaks.",0.7351
3721,227,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Anything else?,0.0
3722,228,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,I-I felt them. It was horrible...like I would never be happy again.,-0.4585
3723,229,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well, you may go.",0.3384
3724,230,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Not very convincing.,-0.3559
3725,231,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,"Oh, I disagree. She described their effects very completely.",-0.3818
3726,232,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,So two Dementors just happen to be in Little Whinging? I think not...,0.0
3727,233,Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,"Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius.",0.0
3728,234,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Yes, and they're nothing but bilge, Dumbledore.",0.2144
3729,235,Harry Potter and the Order of the Phoenix,The Hearing,Dolores Umbridge,"Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?",-0.7783
3730,236,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Dementors are irrelevant!,0.0
3731,237,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Well, yes, if he's telling the truth!",0.75
3732,238,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well, all for clearing the accused of charges?",-0.228
3733,239,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All opposed?,0.0
3734,240,Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,Excellent.,0.5719
3735,241,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Harry, you've been let off! That's wonderful!",0.6467
3736,242,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,You were tried by the full court?,0.0
3737,243,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,"I think so, yeah.",0.296
3738,244,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Er...is Percy mad at you?,-0.4939
3739,245,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left.",0.2732
3740,246,Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,"Well, well, if it isn't Patronus Potter.",0.4939
3741,247,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,What are you doing here?,0.0
3742,248,Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,"Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours.",0.0258
3743,249,Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,Shall we continue this in your,0.0
3744,250,Harry Potter and the Order of the Phoenix,The Originals,Cornelius Fudge,Certainly.,0.34
3745,251,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,"If he wanted to talk to the Minister, why down here?",0.0
3746,252,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Dunno, Harry. Some things are just beyond comprehension.",0.0
3747,253,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Settle down, you three!",0.0
3748,254,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?",0.0
3749,255,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"Yeah, absolutely.",0.296
3750,256,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Well, I'd better be off. I've got a bewitched vomiting toilet to deal with.",0.6124
3751,257,Harry Potter and the Order of the Phoenix,The Originals,Fred Weasley,"George, remember that concept. Vomiting Toilet.",0.0
3752,258,Harry Potter and the Order of the Phoenix,The Originals,George Weasley,"Right you are, Fred.",0.0
3753,259,Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late.",0.0
3754,260,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry!,0.0
3755,261,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"You all right, Harry?",0.0
3756,262,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Yeah...just...my scar...the pain is getting stronger.,-0.1779
3757,263,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"Harry, I've got something that might interest you.",0.4588
3758,264,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,This was the original Order of the Phoenix. Found it while we were cleaning.,0.3182
3759,265,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;",-0.6705
3760,266,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course..",-0.9042
3761,267,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,My parents.,0.0
3762,268,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,"I miss them, Sirius...",-0.1531
3763,269,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"I know, Harry, I know. I miss them too.",-0.1531
3764,270,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,It's not fair that I got to spend so much time with them and you didn't...,-0.2411
3765,271,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,"Why'd they have to die, Sirius, why?",-0.5994
3766,272,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"I know I'm not your father, Harry, but I'll always be there for you, if I can help it...",0.5499
3767,273,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Thanks.,0.4404
3768,274,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"Kreacher, get out of here! Now!",0.0
3769,275,Harry Potter and the Order of the Phoenix,The Originals,Kreacher,"Oh, how the old Mistress would weep to see the traitor in her house...",-0.5719
3770,276,Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Who..who was that?,0.0
3771,277,Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,"Kreacher. He's been alone with the house for years, he's gone a bit funny.",0.2263
3772,278,Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,"Harry, Ron and I, we've been named House Prefects! She hands Harry a letter.",0.0
3773,279,Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,"What about you, Harry?",0.0
3774,280,Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,Are you sure? I would have thought you would get one!,0.3802
3775,281,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,I'm sure. Nothing.,0.3182
3776,282,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"So...congratulations Ron, Hermione...",0.0
3777,283,Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,"Come on, lets go back downstairs!",0.0
3778,284,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Yes, do go enjoy yourselves.",0.7096
3779,285,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,What is that?,0.0
3780,286,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Yes it is, it's right there!",0.4574
3781,287,Harry Potter and the Order of the Phoenix,Luna Lovegood,Luna Lovegood,"I see them too, Harry.",0.0
3782,288,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Er...you are?,0.0
3783,289,Harry Potter and the Order of the Phoenix,Luna Lovegood,Luna Lovegood,Luna. Luna Lovegood.,0.0
3784,290,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Well, thanks Luna.",0.6124
3785,291,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Hagrid's cabin looks deserted.,0.0
3786,292,Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,I hope he's all right...,0.4404
3787,293,Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,What if he were still on his...,0.0
3788,294,Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,What if he's still on his mission from Dumbledore?,0.0
3789,295,Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Yeah, could be.",0.296
3790,296,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,"I beg a few moments of your attention, as I have a few start of term announcements. Right off, our caretaker, the good Mr. Filch, has reminded me for what he says is the four-hundred and sixty-second time that he had an annually updated list of various banned items, usually introduced by our humour experts Fred and George Weasley...",0.4588
3791,297,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,... which are posted in an extensive list on the door to Mr. Filch's door.,0.0
3792,298,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,"Also, we have two staffing changes this year. Professor Grubby-Plank will be taking the post of Care of Magical Creatures post as Professor Hagrid is on...extended leave.",0.4588
3793,299,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,"Additionally, we have Professor Umbridge, who has kindly agreed to fill the post of Defense Against the Dark Arts-—",0.7003
3794,300,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dolores Umbridge,"Hem, hem, Headmaster, if I could address the school?",0.0
3795,301,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dolores Umbridge,"Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position.",0.3612
3796,302,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dean Thomas,"So why didn't your mum want you to come back to Hogwarts, Seamus?",-0.0572
3797,303,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,What?,0.0
3798,304,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,Me mam didn't want me to come back to Hogwarts...,-0.0572
3799,305,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Why?,0.0
3800,306,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,Well...because of you...,0.0
3801,307,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,What did I do?,0.0
3802,308,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,"She...well, she figure's you're, well...you're lying about You-Know- Who and Dumbledore's a right nutter...",-0.5267
3803,309,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Where'd she get that from?,0.0
3804,310,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,"No one believes me, Hedwig. No one...",-0.5267
3805,311,Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,I'm alone...,-0.25
3806,312,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"Sorry, Professor...",-0.0772
3807,313,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Hmm, let's see, five points from Gryffindor for coming in late.",0.0
3808,314,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Now, as I was saying before Mr. Potter interrupted with his antics, your Defense Against the Dark Arts education has been rather fragmented and disjointed in your past classes, hasn't it?",-0.4588
3809,315,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"I will be following a pre-approved Ministry-prepared, theory-centered Defense lesson plan.",0.128
3810,316,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Copy this down.,0.0
3811,317,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Yes?,0.4019
3812,318,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,I wanted to know something about your course aims.,0.0
3813,319,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Well, they should be perfectly self- evident.",0.743
3814,320,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,But surely the whole point of Defense against the dark arts is practical application?,0.6808
3815,321,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Miss Granger, this class has been approved by Ministry experts. Are you a Ministry Expert?",0.296
3816,322,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,"No, but-",0.0
3817,323,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Then you have no business challenging those who are. We will be learning about spells in a safe, risk-free environment-",0.066
3818,324,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,But we've got O.W.L.s coming up! You expect us to do the spells with no practice?,-0.4753
3819,325,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,What good's theory in the real world?,0.0
3820,326,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,What about Lord Voldemort?,0.0
3821,327,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Ten points from Gryffindor, Mr. Potter. Let me set the record straight.",0.2263
3822,328,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Some of you have been told that a certain dead wizard has returned. This is a lie.,-0.4939
3823,329,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,It-is-NOT-a-LIE!,0.0
3824,330,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Mr. Potter, you have just landed yourself in detention!",-0.4199
3825,331,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?",-0.8823
3826,332,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,The boy's death was a tragic accident.,-0.875
3827,333,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,It was MURDER! I saw it happen!,-0.7916
3828,334,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"Mr Potter, you have earned yourself a week's worth of detentions!",0.2942
3829,335,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"Yeah, talk to somebody who cares.",0.6369
3830,336,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,"That goes to Professor McGonagall, dear.",0.3818
3831,337,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Yeah. But she called me a liar!,-0.63
3832,338,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"Yes, Professor.",0.4019
3833,339,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Minerva McGonagall,Good. Off you go.,0.4404
3834,340,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!,-0.5848
3835,341,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Ron Weasley,You reckon she's here to spy on us?,0.0
3836,342,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,"Well, not us specifically, but definitely Dumbledore and the Order.",0.6249
3837,343,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Oh! Sorry...,-0.1511
3838,344,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Angelina Johnson,"Yeah, well, you're going to have to get out of it somehow. We're holding tryouts for Keeper now Wood's gone, and I wanted to have the whole team there.",0.5106
3839,345,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"I'll never get out of it, Angelina.",0.0
3840,346,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Angelina Johnson,"Well, just...don't do it again!",0.3382
3841,347,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Ron Weasley,"Well, Harry, shall we start on Snape's report?",0.2732
3842,348,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"Later, I've got detention.",-0.3612
3843,349,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,"Good luck, Harry.",0.7096
3844,350,Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Thanks.,0.4404
3845,351,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"Ah, Potter. Sit down.",0.0
3846,352,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"You're going to be doing lines, tonight, Mr. Potter, and you'll be using this quill.",0.0
3847,353,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"You will write ""I will not tell lies"" until I tell you to stop. Understand?",0.0341
3848,354,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,There's no ink.,-0.296
3849,355,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Oh...you won't need ink.,0.0
3850,356,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"Problem, Potter?",-0.4019
3851,357,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"That's enough for this evening. Same time, tomorrow, and we'll see if we can get the message to sink in a bit deeper.",0.0
