,name,birth,death,species,ancestry,gender,hair_color,eye_color,patronus,house,associated_groups,books_featured_in,nb_books_featured_in,wood,length,core,Note,id,label,link,link_image,connection_label,nb_associations,nb_interactions,image_name
64,Neville Longbottom,"30 July, 1980",,Human,Pure-blood,Male,Blond,,Non-corporeal,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Albus Dumbledore', 'Order of the Phoenix', 'Harry Potter', ""Dumbledore's Army"", 'British Ministry of Magic']","[1, 2, 3, 4, 5, 6, 7]",7,Cherry,-1.0,Unicorn hair,This wand was nice for Charm work.,79,Neville Longbottom,Neville_Longbottom,http://img1.wikia.nocookie.net/__cb20120712103332/harrypotter/images/1/17/NevilleDH2.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alice Longbottom', 'Alicia Spinnet', 'Amycus Carrow', 'Angelina Johnson', 'Antonin Dolohov', 'Argus Filch', 'Augusta Longbottom', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Bloody Baron', 'Charlie Weasley', 'Cho Chang', 'Colin Creevey', 'Crookshanks', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fang', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fluffy', 'Frank Longbottom', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Godric Gryffindor', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Nicholas de Mimsy-Porpington', 'Nicolas Flamel', 'Nymphadora Tonks', 'Oliver Wood', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Remus Lupin', 'Rodolphus Lestrange', 'Rolanda Hooch', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sir Cadogan', 'Sirius Black', 'Stanley Shunpike', 'Susan Bones', 'Sybill Trelawney', 'Trevor', 'Viktor Krum', 'Vincent Crabbe', 'Xenophilius Lovegood', 'Zacharias Smith']",7,81,neville_longbottom
65,Xenophilius Lovegood,"before 1964 (most likely),",,Human,Pure-blood or Half-blood,Male,White,,Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Order of the Phoenix', 'Harry Potter']","[4, 5, 6, 7]",4,,,,,81,Xenophilius Lovegood,Xenophilius_Lovegood,http://img1.wikia.nocookie.net/__cb20140602033724/harrypotter/images/8/8d/Xenophilius-lovegood-gallery.jpg,"['Cornelius Fudge', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Fleur Delacour', 'Gellert Grindelwald', 'Harry Potter', 'Hermione Granger', 'Luna Lovegood', 'Neville Longbottom', 'Pius Thicknesse', 'Rita Skeeter', 'Ronald Weasley', 'Rowena Ravenclaw', 'Rufus Scrimgeour', 'Sybill Trelawney', 'Viktor Krum']",4,17,xenophilius_lovegood
66,Remus Lupin,"10 March, 1960","2 May, 1998 (aged 38)",Human-werevolf,Half-blood,Male,Light brown flecked with grey,Green,Wolf,Gryffindor,"['Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Order of the Phoenix', 'Advance Guard']","[3, 4, 5, 6, 7]",5,Cypress,10.25,Unknown,"Cypress wands are said to be well-matched to wizards who are self-sacrificing and willing to die a heroic death. Lupin spent the majority of his life alone to save others from having to deal with the consequences of his affliction, and died defending Hogwarts castle in the Battle of Hogwarts.",82,Remus Lupin,Remus_Lupin,http://img1.wikia.nocookie.net/__cb20101127050919/harrypotter/images/e/e2/Remus_Lupin_Deathly_Hallows_promo_image.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Andromeda Tonks', 'Antonin Dolohov', 'Arabella Figg', 'Argus Filch', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Buckbeak', 'Charlie Weasley', 'Cuthbert Binns', 'Dean Thomas', 'Dedalus Diggle', 'Dolores Umbridge', 'Draco Malfoy', 'Elphias Doge', 'Emmeline Vance', 'Fenrir Greyback', 'Filius Flitwick', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Igor Karkaroff', 'James Potter', 'Kingsley Shacklebolt', 'Lee Jordan', 'Lily Potter', 'Lucius Malfoy', 'Madam Rosmerta', 'Minerva McGonagall', 'Molly Weasley', 'Mundungus Fletcher', 'Narcissa Malfoy', 'Neville Longbottom', 'Nymphadora Tonks', 'Oliver Wood', 'Parvati Patil', 'Percy Weasley', 'Peter Pettigrew', 'Poppy Pomfrey', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Ted Tonks', 'Teddy Lupin']",5,56,remus_lupin
67,Teddy Lupin,"April, 1998",,Human,Half-blood,Male,Variable,Variable,,Hufflepuff,"['Potter family', 'Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[7],1,,,,,83,Teddy Lupin,Teddy_Lupin,http://img1.wikia.nocookie.net/__cb20130321104030/prettylittleliars/images/d/d7/Length-unknown.png,"['Andromeda Tonks', 'Antonin Dolohov', 'Bellatrix Lestrange', 'Bill Weasley', 'Draco Malfoy', 'Fleur Delacour', 'Harry Potter', 'Lily Potter', 'Lucius Malfoy', 'Narcissa Malfoy', 'Nymphadora Tonks', 'Regulus Black', 'Remus Lupin', 'Rodolphus Lestrange', 'Sirius Black', 'Ted Tonks']",4,16,teddy_lupin
68,Ernest Macmillan,Between 22 April 1980 and 31 August 1980,,Human,Pure-blood,Male,Blond,,Boar,Hufflepuff,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']","[2, 3, 4, 5, 6, 7]",6,,,,,88,Ernest Macmillan,Ernest_Macmillan,http://img3.wikia.nocookie.net/__cb20100508174736/harrypotter/images/e/e9/Macmillan.jpg,"['Albus Dumbledore', 'Alecto Carrow', 'Alicia Spinnet', 'Amycus Carrow', 'Angelina Johnson', 'Cedric Diggory', 'Charity Burbage', 'Cho Chang', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Fat Friar', 'Fred Weasley', 'George Weasley', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Luna Lovegood', 'Minerva McGonagall', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Parvati Patil', 'Ronald Weasley', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Vincent Crabbe', 'Zacharias Smith']",3,35,ernest_macmillan
69,Draco Malfoy,"5 June, 1980",,Human,Pure-blood,Male,Silver-blonde,Grey,None,,[],"[1, 2, 3, 4, 5, 6, 7]",7,Hawthorn,10.0,nicorn hair,This wand passed into the possession of Harry Potter after the Skirmish at Malfoy Manor in 1998 until Harry came into possession of the Elder Wand and mended his first wand.,84,Draco Malfoy,Draco_Malfoy,http://img2.wikia.nocookie.net/__cb20140602031803/harrypotter/images/c/cf/Harry-Potter-The-Deathly-Hallows-Part-II.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alicia Spinnet', 'Amycus Carrow', 'Andromeda Tonks', 'Argus Filch', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Blaise Zabini', 'Bloody Baron', 'Buckbeak', 'Cedric Diggory', 'Charity Burbage', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Dean Thomas', 'Dobby', 'Dolores Umbridge', 'Dudley Dursley', 'Ernest Macmillan', 'Fang', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fluffy', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Goyle Sr', 'Gregory Goyle', 'Griphook', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Kreacher', 'Lee Jordan', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Madam Rosmerta', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nymphadora Tonks', 'Oliver Wood', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Peter Pettigrew', 'Quirinus Quirrell', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Salazar Slytherin', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Sybill Trelawney', 'Ted Tonks', 'Teddy Lupin', 'Terry Boot', 'Theodore Nott', 'Vincent Crabbe', 'Vincent Crabbe senior']",0,82,draco_malfoy
70,Lucius Malfoy,between 9 September 1953 and 8 September 1954,,Human,Pure-blood,Male,White-blond,Grey,None,Slytherin,"['Slytherin', 'Hogwarts School of Witchcraft and Wizardry']","[1, 2, 3, 4, 5, 6, 7]",7,Elm,18.0,Dragon heartstring,This wand was kept in a snake-headed walking stick that Lucius carried; 'borrowed' by Lord Voldemort and destroyed by Harry Potter's wand during the Battle of the Seven Potters in 1997.,85,Lucius Malfoy,Lucius_Malfoy,http://img2.wikia.nocookie.net/__cb20120622073504/harrypotter/images/b/b4/Lucius_Malfoy_BoH.png,"['Alastor Moody', 'Albus Dumbledore', 'Antonin Dolohov', 'Arthur Weasley', 'Augustus Rookwood', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Buckbeak', 'Cornelius Fudge', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Fenrir Greyback', 'Garrick Ollivander', 'Ginny Weasley', 'Gregory Goyle', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Igor Karkaroff', 'Lord Voldemort', 'Myrtle Warren', 'Molly Weasley', 'Narcissa Malfoy', 'Nymphadora Tonks', 'Pansy Parkinson', 'Peter Pettigrew', 'Pomona Sprout', 'Rabastan Lestrange', 'Regulus Black', 'Remus Lupin', 'Rodolphus Lestrange', 'Ronald Weasley', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Teddy Lupin', 'Terry Boot', 'Vincent Crabbe', 'Vincent Crabbe senior']",2,42,lucius_malfoy
71,Cormac McLaggen,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or Half-blood,Male,Blond,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', ""Dumbledore's Army""]",[6],1,,,,,90,Cormac McLaggen,Cormac_McLaggen,http://img1.wikia.nocookie.net/__cb20110224235356/harrypotter/images/1/11/Mclaggen.jpg,"['Blaise Zabini', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Katie Bell', 'Lavender Brown', 'Luna Lovegood', 'Oliver Wood', 'Parvati Patil', 'Peeves', 'Romilda Vane', 'Ronald Weasley', 'Rufus Scrimgeour', 'Severus Snape', 'Zacharias Smith']",5,16,cormac_mclaggen
72,Nicholas de Mimsy-Porpington,"Between 1401 and 1475,","31 October, 1492 (aged 17- 91)",Ghost,,Male,Grey,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,170,Nicholas de Mimsy-Porpington,Nicholas_de_Mimsy-Porpington,http://img1.wikia.nocookie.net/__cb20140329202349/harrypotter/images/d/dd/NicoFlamel.PNG,"['Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Argus Filch', 'Bellatrix Lestrange', 'Bloody Baron', 'Ernest Macmillan', 'Fat Friar', 'Filius Flitwick', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Justin Finch-Fletchley', 'Kingsley Shacklebolt', 'Lavender Brown', 'Minerva McGonagall', 'Neville Longbottom', 'Parvati Patil', 'Peeves', 'Pomona Sprout', 'Poppy Pomfrey', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black']",2,26,nicholas_de_mimsy-porpington
73,Alastor Moody,Pre 1960,"27 July, 1997",Human,Pure-blood,Male,Grey,"One dark, one electric blue",Non-corporeal,,"['Order of the Phoenix', 'Advance Guard', 'Hogwarts School of Witchcraft and Wizardry', 'British Ministry of Magic']","[4, 5, 6, 7]",4,,,,,91,Alastor Moody,Alastor_Moody,http://img3.wikia.nocookie.net/__cb20131225030732/harrypotter/images/4/4d/MoodyProfile.png,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Amos Diggory', 'Antonin Dolohov', 'Arabella Figg', 'Argus Filch', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charlie Weasley', 'Cornelius Fudge', 'Dean Thomas', 'Dedalus Diggle', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Elphias Doge', 'Emmeline Vance', 'Filius Flitwick', 'Fleur Delacour', 'Frank Longbottom', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Igor Karkaroff', 'James Potter', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lord Voldemort', 'Lucius Malfoy', 'Ludovic Bagman', 'Luna Lovegood', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Mundungus Fletcher', 'Neville Longbottom', 'Nymphadora Tonks', 'Peter Pettigrew', 'Pius Thicknesse', 'Pomona Sprout', 'Remus Lupin', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Vernon Dursley', 'Viktor Krum', 'Vincent Crabbe']",4,56,alastor_moody
74,Theodore Nott,"1 September, 1979 – 21 April, 1980",,Human,Pure-blood,Male,Brown,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[1, 5, 6]",3,,,,,92,Theodore Nott,Theodore_Nott,http://img1.wikia.nocookie.net/__cb20130321104030/prettylittleliars/images/d/d7/Length-unknown.png,"['Blaise Zabini', 'Draco Malfoy', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Lord Voldemort', 'Vincent Crabbe']",2,8,theodore_nott
75,Bob Ogden,1908 at the latest,"Some time before 7 September, 1996",Human,Pure-blood or Half-blood,Male,,,,,"['British Ministry of Magic', 'Department of Magical Law Enforcement']","[6, 7]",2,,,,,93,Bob Ogden,Bob_Ogden,http://img4.wikia.nocookie.net/__cb20090801003844/harrypotter/images/2/23/Bob_Ogden.jpg,"['Albus Dumbledore', 'Harry Potter', 'Marvolo Gaunt', 'Merope Gaunt', 'Morfin Gaunt', 'Tiberius Ogden', 'Tom Riddle Senior']",2,7,bob_ogden
76,Tiberius Ogden,before 1977,,Human,,Male,,,,,[],[5],1,,,,,94,Tiberius Ogden,Tiberius_Ogden,http://img1.wikia.nocookie.net/__cb20130321104030/prettylittleliars/images/d/d7/Length-unknown.png,"['Albus Dumbledore', 'Bob Ogden', 'Cornelius Fudge', 'Dolores Umbridge', 'Harry Potter']",0,5,tiberius_ogden
77,Garrick Ollivander,"25 September, pre 1908",,Human,Half-blood,Male,,Silvery,Non-corporeal,Ravenclaw,"['Harry Potter', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 4, 6, 7]",4,Hornbeam,12.75,Dragon heartstring,,95,Garrick Ollivander,Garrick_Ollivander,http://img4.wikia.nocookie.net/__cb20130529220214/harrypotter/images/6/68/GarrickOllivander.png,"['Albus Dumbledore', 'Arthur Weasley', 'Bill Weasley', 'Cedric Diggory', 'Dean Thomas', 'Dobby', 'Dolores Umbridge', 'Fawkes', 'Fenrir Greyback', 'Fleur Delacour', 'Mykew Gregorovitch', 'Harry Potter', 'Hermione Granger', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Narcissa Malfoy', 'Neville Longbottom', 'Peter Pettigrew', 'Ronald Weasley', 'Severus Snape', 'Viktor Krum']",3,22,garrick_ollivander
78,Peeves,Amortal,Amortal,Poltergeist,,Male,Black,Black,,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 3, 4, 5, 6, 7]",7,,,,,172,Peeves,Peeves,http://img1.wikia.nocookie.net/__cb20100814104604/harrypotter/images/b/b7/PeevesJKR.jpg,"['Albus Dumbledore', 'Aragog', 'Argus Filch', 'Bloody Baron', 'Cormac McLaggen', 'Cornelius Fudge', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Fat Friar', 'Fat Lady', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Kreacher', 'Luna Lovegood', 'Minerva McGonagall', 'Myrtle Warren', 'Mrs. Norris', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Percy Weasley', 'Quirinus Quirrell', 'Ronald Weasley', 'Salazar Slytherin', 'Sirius Black']",1,31,peeves
79,Peter Pettigrew,between 1 September 1959 and 31 August 1960,Late March 1998 (aged 38 -39),Human,Pure-blood or Half-blood,Male,Colourless and balding,,None,Gryffindor,"['Gryffindor', 'Lord Voldemort', 'Death Eaters']","[1, 2, 3, 4, 5, 6, 7]",7,Chestnut,9.25,Unknown,"This wand may have been one of the last wands Mr Ollivander sold before he disappeared in 1996. This was Peter Pettigrew's wand. During the Skirmish at Malfoy Manor, Ron took this wand from Pettigrew and used from then on, as his own wand was taken by Snatchers.",99,Peter Pettigrew,Peter_Pettigrew,http://img3.wikia.nocookie.net/__cb20091120233534/harrypotter/images/0/0f/Pettigrew_COS_UE_booklet_1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Amos Diggory', 'Argus Filch', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bellatrix Lestrange', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Crookshanks', 'Cuthbert Binns', 'Dobby', 'Draco Malfoy', 'Filius Flitwick', 'Frank Bryce', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Igor Karkaroff', 'James Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Minerva McGonagall', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Percy Weasley', 'Poppy Pomfrey', 'Remus Lupin', 'Ronald Weasley', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Sybill Trelawney', 'Tom Riddle Senior']",3,42,peter_pettigrew
80,Antioch Peverell,"Prior to 12 July, 1214","Prior to 19 May, 1292",Human,Pure-blood,Male,Dark,,,,[],[7],1,,,,,100,Antioch Peverell,Antioch_Peverell,http://img3.wikia.nocookie.net/__cb20110119192655/harrypotter/images/4/4d/Antioch_sketch.jpg,"['Cadmus Peverell', 'Harry Potter', 'Ignotus Peverell']",0,3,antioch_peverell
81,Cadmus Peverell,"Prior to 12 July, 1214","Prior to 19 May, 1292",Human,Pure-blood,Male,,,,,[],[7],1,,,,,101,Cadmus Peverell,Cadmus_Peverell,http://img2.wikia.nocookie.net/__cb20110119200145/harrypotter/images/7/76/Cadmus_Peverell.JPG,"['Albus Dumbledore', 'Antioch Peverell', 'Harry Potter', 'Ignotus Peverell', 'Tom Riddle Senior']",0,5,cadmus_peverell
82,Ignotus Peverell,"12 July, 1214","19 May, 1292 (aged 77)",Human,Pure-blood,Male,,,,,[],[7],1,,,,,102,Ignotus Peverell,Ignotus_Peverell,http://img1.wikia.nocookie.net/__cb20110119191735/harrypotter/images/4/46/Ignotus_sketch.jpg,"['Albus Dumbledore', 'Antioch Peverell', 'Bathilda Bagshot', 'Cadmus Peverell', 'Gellert Grindelwald', 'Harry Potter', 'Hermione Granger']",0,7,ignotus_peverell
83,Sturgis Podmore,Between 8 September 1956 and 7 September 1957,,Human,,Male,Straw-coloured,,,,"['Order of the Phoenix', 'Advance Guard']",[5],1,,,,,104,Sturgis Podmore,Sturgis_Podmore,http://img1.wikia.nocookie.net/__cb20141031171841/harrypotter/images/e/e9/SturgisPodmore.png,"['Alastor Moody', 'Albus Dumbledore', 'Cornelius Fudge', 'Dedalus Diggle', 'Elphias Doge', 'Emmeline Vance', 'Harry Potter', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Lucius Malfoy', 'Nymphadora Tonks', 'Remus Lupin', 'Ronald Weasley']",2,13,sturgis_podmore
84,Harry Potter,"31 July, 1980",,Human,Half-blood,Male,Jet-black,Bottle green,Stag,Gryffindor,"['Potter family', 'Weasley family', 'Albus Dumbledore', ""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', 'British Ministry of Magic', 'Department of Magical Law Enforcement']","[1, 2, 3, 4, 5, 6, 7]",7,Holly,11.0,Phoenix feather,Brother to Voldemort's wand — the core tail feathers are both from Fawkes; broken in December 1997 while fleeing from Godric's Hollow;[22] repaired with the Elder Wand in May 1998.,106,Harry Potter,Harry_Potter,http://img2.wikia.nocookie.net/__cb20140619173518/harrypotter/images/d/d4/Dhharryroomhighreso.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alice Longbottom', 'Alicia Spinnet', 'Amelia Bones', 'Amos Diggory', 'Amycus Carrow', 'Andromeda Tonks', 'Angelina Johnson', 'Anthony Goldstein', 'Antioch Peverell', 'Antonin Dolohov', 'Arabella Figg', 'Aragog', 'Argus Filch', 'Ariana Dumbledore', 'Arthur Weasley', 'Augusta Longbottom', 'Augustus Rookwood', 'Bane', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bathilda Bagshot', 'Bellatrix Lestrange', 'Bill Weasley', 'Blaise Zabini', 'Bloody Baron', 'Bob Ogden', 'Buckbeak', 'Cadmus Peverell', 'Cedric Diggory', 'Charlie Weasley', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Cornelius Fudge', 'Crookshanks', 'Cuthbert Binns', 'Dean Thomas', 'Dedalus Diggle', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Dudley Dursley', 'Elphias Doge', 'Emmeline Vance', 'Ernest Macmillan', 'Fang', 'Fat Friar', 'Fat Lady', 'Fawkes', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fleur Delacour', 'Fluffy', 'Frank Bryce', 'Frank Longbottom', 'Fred Weasley', 'Gabrielle Delacour', 'Garrick Ollivander', 'Gellert Grindelwald', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Godric Gryffindor', 'Grawp', 'Mykew Gregorovitch', 'Gregory Goyle', 'Griphook', 'Hannah Abbott', 'Hedwig', 'Helena Ravenclaw', 'Hepzibah Smith', 'Hermione Granger', 'Horace Slughorn', 'Ignotus Peverell', 'Igor Karkaroff', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Kendra Dumbledore', 'Kingsley Shacklebolt', 'Kreacher', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Ludovic Bagman', 'Luna Lovegood', 'Madam Rosmerta', 'Marjorie Dursley', 'Marietta Edgecombe', 'Mary Cattermole', 'Merope Gaunt', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Mrs. Norris', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nicolas Flamel', 'Norberta', 'Nymphadora Tonks', 'Oliver Wood', 'Olympe Maxime', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Penelope Clearwater', 'Percival Dumbledore', 'Percy Weasley', 'Peter Pettigrew', 'Petunia Dursley', 'Pius Thicknesse', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Reginald Cattermole', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Rolanda Hooch', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Salazar Slytherin', 'Seamus Finnigan', 'Septima Vector', 'Severus Snape', 'Sir Cadogan', 'Sirius Black', 'Stanley Shunpike', 'Sturgis Podmore', 'Susan Bones', 'Sybill Trelawney', 'Ted Tonks', 'Teddy Lupin', 'Terry Boot', 'Theodore Nott', 'Tiberius Ogden', 'Tom Riddle Senior', 'Trevor', 'Vernon Dursley', 'Viktor Krum', 'Vincent Crabbe', 'Wilhelmina Grubbly-Plank', 'Winky', 'Xenophilius Lovegood', 'Zacharias Smith']",11,164,harry_potter
85,James Potter,"27 March, 1960","31 October, 1981 (aged 21)",Human,Pure-blood,Male,Jet-black,Hazel,Stag,Gryffindor,"['Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]",7,Mahogany,11.0,Unknown,This wand was excellent for transfiguration,107,James Potter,James_Potter_I,http://img2.wikia.nocookie.net/__cb20141104012202/harrypotter/images/e/e5/1174922_1359538274196_full.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alice Longbottom', 'Argus Filch', 'Cedric Diggory', 'Cuthbert Binns', 'Draco Malfoy', 'Dudley Dursley', 'Elphias Doge', 'Filius Flitwick', 'Fred Weasley', 'George Weasley', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lily Potter', 'Lord Voldemort', 'Madam Rosmerta', 'Marjorie Dursley', 'Minerva McGonagall', 'Peter Pettigrew', 'Petunia Dursley', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Remus Lupin', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Vernon Dursley']",5,29,james_potter
